r_i_docking_score,ZINC_ID,SMILES
-15.526131,ZINC000474760984,CCn1cccc(CNC(=O)NCC(=O)N2Cc3ccccc3C2)c1=O
-12.162663,ZINC000564196788,C[C@@]1(CCc2ccc3c(c2)OCO3)NC(=O)N(CCc2ccc([N+](=O)[O-])cc2)C1=O
-8.462729,ZINC000931064327,COC(=O)c1ccc(NC(=O)N2CCOC[C@@H]2C[C@H]2CCCO2)c(N(C)C)c1
-13.361634,ZINC000272702191,C[C@H](NC(=O)NCc1ccc(C(=O)OC(C)(C)C)cc1)C1=CCN(C)CC1
-10.824827,ZINC000768095758,COc1ccccc1NC(=O)COC(=O)c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1
-11.615827,ZINC000271902517,C[C@H]1C[C@H](C(=O)NCc2ccc(Cl)cc2Cl)CCO1
-11.571366,ZINC000593438800,COC(=O)c1ccccc1CS[C@@H]1CCN(c2cccc([N+](=O)[O-])c2)C1=O
-12.014481,ZINC000416766015,CC(C)(C)c1ncc(NC(=O)N[C@H]2CCN(c3ccc(F)cc3)C2)cn1
-13.980403,ZINC000680550415,CCO[C@@H]1C[C@H](NC(=O)N[C@@H](C)c2ccc(CC)cc2)[C@]12CCCO2
-10.055724,ZINC000045081734,C[C@@H]1CCCC[C@H]1N(C)C(=O)CC(C)(C)C
-12.655059,ZINC000613905427,O=C([C@H]1CCc2nc[nH]c2C1)N1CCCC[C@@H]1c1ncc(-c2cccc(F)c2)[nH]1
-11.104004,ZINC000485865138,Cc1n[nH]c(C)c1[C@H](C)Cc1nc(-c2cccc(Br)c2C)no1
-7.326134,ZINC001258163999,C[C@@H]1C[C@H](O)CN1C1C[C@@H](C)C[C@H](C)C1
-12.351158,ZINC000968495313,O=C(c1ccoc1)N1[C@@H]2CC[C@H]1CN(C(=O)c1cn3c(n1)CCC3)C2
-12.26714,ZINC000890913404,O=C(NC[C@H]1CCC2(CCOCC2)CO1)C(=O)Nc1ccc(C2CCC2)cc1
-11.656178,ZINC001324570733,CN(Cc1ccc(Cl)s1)C(=O)CN[C@H]1CCN(C)[C@@H]1c1ccc(F)cc1
-12.332009,ZINC001306850556,COc1ccc(-c2cc(NC(=O)c3cccc4nsnc43)n(CCO)n2)cc1
-12.402129,ZINC000436653016,O=C(Nc1cccc(F)c1)C(=O)N1CCN(C(=O)c2ccc(O)cc2)CC1
-10.754403,ZINC000639774694,COc1ccc(CN2CC[C@H](Oc3cncc(Br)c3)C2)nc1
-13.375057,ZINC001497963071,Cc1cc(CNC[C@@H](C)NC(=O)c2ncsc2C(C)C)ncn1
-12.306463,ZINC000103120821,CC(C)(C)n1cc(C(=O)Nc2ccc(OCc3cccnc3)cc2)cn1
-13.518837,ZINC000488146187,COc1ccc([C@@H](C)NC(=O)N[C@H](C)c2ccc(OC)c(OC)c2C)cc1
-13.40917,ZINC001176629892,CC[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](CO)CC1OCCO1
-13.651271,ZINC001630298172,C[C@H](c1ccccc1)[C@@H](O)CNC(=O)[C@H]1[C@@H]2CCCCCC[C@@H]21
-14.605519,ZINC000057346969,CO[C@H](C(=O)Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1
-14.58104,ZINC000420596903,O=C(NC[C@@H]1CCCO1)C(=O)N[C@@H]1CCC[C@H](c2ccc(Cl)cc2)C1
-9.880724,ZINC000076389443,CO[C@@H]1CCCN(S(=O)(=O)c2c[nH]c(C(=O)N3CCCC3)c2)C1
-12.358109,ZINC000735899905,Cc1nonc1COC(=O)CCCCOc1cccc(C)c1
-13.04162,ZINC000008312935,COc1ccc(CN(C)[C@@H](C)C(=O)N2CCc3ccccc32)cc1
-12.441688,ZINC001565105877,C[C@H](NC(=O)NC[C@H]1c2ccccc2CN1C)c1ccc2c(c1)CCCO2
-14.377895,ZINC000522311723,O=C1[C@H](Sc2n[nH]c(-c3ccccc3Br)n2)CCCN1c1ccccc1
-12.238965,ZINC000509472193,CCN(CC)Cc1ccccc1CNC(=O)c1nnn(-c2ccccc2F)c1C(F)(F)F
-14.604557000000002,ZINC000747503570,C[C@H](OC(=O)CCCc1ccc2c(c1)-c1ccccc1C2)C(=O)N1CCOCC1
-12.942768,ZINC001475823837,O=C(NC[C@@H]1CCCCS1)Nc1ccc2oc3ccccc3c2c1
-11.440029,ZINC001468376948,CC(C)[C@@H](Cc1ccccc1)NC(=O)NC[C@@H]1CCCCN1C(=O)OC(C)(C)C
-11.550511,ZINC000874527338,COC(=O)CC[C@@H]1CCCN(C(=O)CN2CC[C@@H](c3ccccc3)NC2=O)C1
-9.178818,ZINC000531441449,C[C@H]1[C@H](c2ccccc2)CCN1Cc1ccccc1[N+](=O)[O-]
-9.238283,ZINC001216794030,COCCOCCN[C@@H]1CN(C(=O)[C@@H](C)CCOC)C[C@H]1C
-13.807773,ZINC000530620717,CN(C[C@@H](O)COCc1ccccc1)C(=O)c1ccc(-c2nc3ccccc3s2)o1
-10.115758,ZINC001263092828,N[C@@H]1CCOC2(CC(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCC3)C2)C1
-12.796485,ZINC001473369064,COC(=O)/C=C\c1ccc(OCCN[C@@H](CC(N)=O)C2CCCCC2)cc1
-14.308045000000002,ZINC000751714875,C[C@H](NC(=O)COC(=O)CC[C@H]1CCOC1)c1ccc2c(c1)CCCC2
-14.137507,ZINC000579709134,NCc1ccc(CNC(=O)NCc2ccc3c(n2)CCCC3)cc1
-14.246241,ZINC000782069101,COc1cc([N+](=O)[O-])ccc1NC(=O)N[C@H](C)CC(=O)OCc1ccccc1
-9.509614,ZINC001455534856,CCO[C@@H](CC)C(=O)NCCN(CC)C(=O)c1nccn2ccnc12
-9.022296,ZINC001070365453,O=C(N[C@@H]1CCC(=O)N[C@H]1C1CCN(CCO)CC1)[C@H]1COCCO1
-10.317079,ZINC001680558631,O=C(NC[C@H]1CSCCS1)N1c2ccccc2C[C@@H]1Cc1ccccc1
-12.91309,ZINC001047986813,Cc1ncc(CN[C@H](C)[C@H]2CCN(C(=O)CCc3cnn[nH]3)C2)cn1
-13.556417,ZINC001678544999,COc1ccc(-c2csc(CNC(=O)NCC(C)(C)C(C)(F)F)c2)cc1
-14.632624,ZINC000779630906,CCOC(=O)N1CCC([C@@H](C)NC(=O)NC[C@H](C)CC2(C)OCCO2)CC1
-13.92119,ZINC001668593627,Cc1cc(Br)c(NC(=O)NCCCN(C(=O)C2CCC2)C2CC2)cc1Cl
-12.089668,ZINC001568821373,C[C@@H](CC(=O)c1ccccc1F)C(=O)N1CCSC12CCCCC2
-12.068224,ZINC001272661712,C=C(C)CNCC[C@H]1CCN(C(=O)c2coc3ccccc23)C1
-13.046555,ZINC001054611216,C[C@@H]1CN(C(=O)Cc2ccnn2C)C[C@@H]1NCCC1CCCC1
-5.390142,ZINC000538614725,COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)NCCNC(=O)N(C)C)c(OC)c1
-11.049163,ZINC001649764819,CN(C)C(=O)Cn1nc2n(c1=O)CCN(c1ccc(C#N)nn1)C2
-12.633913,ZINC001249784171,Cc1cc(Nc2cncc(-c3ccccc3)c2)cnc1N
-10.510771,ZINC000645855476,C[C@]1(c2ccc(CNC(=O)COC3CCC(N)CC3)cc2)NC(=O)NC1=O
-11.44894,ZINC000783992708,Cc1cccc([C@@H]2CC(=O)N(CN(C3CC3)[C@H]3CCN(C(=O)OC(C)(C)C)C3)C2)c1
-11.166121,ZINC000625208738,CC(C)(C)NC(=O)CCNC(=O)[C@@H]1COc2cc(F)ccc2C1
-11.765466,ZINC000680156923,O=C(N[C@H]1COc2cc(F)cc(F)c21)c1ccc(F)c(Br)c1
-12.393055,ZINC001203924497,CC(=O)Nc1ccc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](Cc3ccccc3)C2)cc1
-14.74167,ZINC000597208640,CN(CCn1cccn1)C(=O)c1cccc(OCC(=O)OC(C)(C)C)c1
-13.679994,ZINC000672872709,CN1CCCC[C@@H]1CCC(=O)N[C@H]1CCN(c2ccc(F)cc2F)C1
-13.109901,ZINC001568794573,CC(C)c1ccc(O[C@@H](C)CNC(=O)c2cc(F)c(Br)cc2N)cc1
-11.923876,ZINC000815408607,Cc1nccn1-c1ncccc1CNC(=O)C(=O)Nc1nc(CC(F)(F)F)cs1
-12.661845,ZINC000056769980,CCOc1cc(CN(C)C(=O)N[C@@H](C)Cc2ccc(O)cc2)ccc1OC(F)F
-10.732681,ZINC001167486987,CC[C@H](Cc1ccc(C)cc1)N(CC)CC(=O)Nc1cccc(C(=O)N2CCSCC2)c1
-12.984619,ZINC001568376154,CN(C(=O)c1cc(CCc2ccccc2)ccc1O)c1nccn1C
-15.731499,ZINC000048069973,CC(C)(C)c1ccc(OCCNC(=O)N[C@H]2CCCc3[nH]c(=O)ccc32)cc1
-9.661949,ZINC001058338440,O=C(NCCN(CCO)C(=O)[C@]12C[C@H]1CCC2)C1(CF)CCOCC1
-13.454525,ZINC000802349673,COc1ccc(C2=NO[C@H](CNC(=O)N(C)C[C@@H]3OCCc4ccccc43)C2)cc1C
-7.36895,ZINC001761218830,CC(C)NC(=O)c1nnc(N2CCC(O)(c3c(F)cccc3F)CC2)n1CC[C@@H]1CCCCO1
-14.325186,ZINC001310493887,O=C(Nc1ccn(-c2ccc(Cl)cc2Cl)n1)N[C@@H]1C[C@H]1c1ccccc1F
-14.291243,ZINC000442862350,Cc1cnc(CNc2ccc([C@H]3CC[C@H](N(C)C(=O)c4ccc(Cl)cc4)CC3)cc2)o1
-13.04341,ZINC000361049762,Cc1ccc2[nH]c3c(c2c1)C[C@@H](NC(=O)CN(C)c1ncnc2[nH]cnc21)CC3
-15.583794,ZINC000767530471,O=C(COc1ccc2c(c1)CCCC2)OCc1cc(=O)oc2cc(O)ccc12
-12.617066,ZINC001312352815,CCOCCC1(CNC(=O)N[C@H]2Cc3ccccc3N(C(=O)OC(C)(C)C)C2)CC1
-12.736972,ZINC000743169947,CCc1cnc(CNC(=O)Nc2cccc(CN(C)C(=O)OC(C)(C)C)c2)s1
-10.704842,ZINC000375397099,CN(C)c1ccc(CN[C@H](c2nc[nH]n2)c2ccccc2)cc1
-13.190859,ZINC000475139109,C[C@@H](NC(=O)NC[C@H](c1ccc(F)cc1)N1CCOCC1)c1ccc(-c2cccnc2)cc1
-12.44025,ZINC000727087831,Cc1ccc(COc2ccc(C[C@@H](C)NC(=S)NCCc3ccccn3)cc2)cc1
-10.817158,ZINC000752413692,CC(=O)NC1CCC(N(C)C(=O)[C@@H]2CN(C(=O)OC(C)(C)C)CCO2)CC1
-13.330607999999998,ZINC000867833803,COC(=O)c1ccc(/C=C/C(=O)N2CCC3(CN(C)C3)C2)o1
-13.798125,ZINC000921271009,COC[C@H](CNC(=O)N[C@@H]1CCN(C2CCOCC2)C1=O)C(C)C
-9.142186,ZINC000431628044,O=C(c1cccc(Cl)c1)N1CCC[C@@H](S(=O)(=O)N[C@H](c2ccccc2)C(F)F)C1
-12.840155,ZINC000589751421,CC[C@@H](NC(=O)N[C@@H](C)c1cccc(S(=O)(=O)N(C)C)c1)c1ccc(C)cc1
-14.844658,ZINC000475560966,CN(C)Cc1ccc(C(N)=O)cc1NC(=O)NC[C@@H](CO)Cc1ccc(F)cc1
-12.795333,ZINC001186060841,Cn1ccnc1C(=O)c1ccc(N2CCc3c(Br)ccc(F)c3C2)c([N+](=O)[O-])c1
-12.599423,ZINC000519319706,O=C(c1ccn(-c2cccc(Br)c2)n1)N1CCO[C@H](c2ccccc2)C1
-14.210107,ZINC001652817325,C[C@H](CCCCCN1C(=O)c2ccccc2C1=O)N[C@@H]1Cc2ccccc2N(C)C1=O
-10.248785,ZINC001482368917,C[C@@H](CNC[C@@H]1CCOC1)N(C)C(=O)c1c[nH]c2ncccc12
-12.203572,ZINC000810261329,C[C@@H](N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1)c1ccc(N2CCCCC2=O)cc1
-10.739542,ZINC001331031185,C[C@@H](CNC(=O)C(=O)N1CCCCCC1)c1ccncc1
-12.298111,ZINC000986260337,CC1(C)C[C@@H]1C(=O)N1CC[C@@H]2CN(C(=O)c3ccc4cc[nH]c4n3)C[C@@H]2C1
-13.435209,ZINC001597310542,Cc1cccc(-c2cccc(C(=O)NC[C@@H]3CCC[C@H](C(F)(F)F)O3)c2)c1
-14.520781,ZINC000762132201,O=C(Cc1cccs1)Nc1nc(CC(=O)OC[C@H]2CCSC2)cs1
-14.074405,ZINC000083183357,Cc1ccc([C@@H](C)NC(=O)N[C@@H]2CCN(C3CCOCC3)C2=O)cc1
-12.683212,ZINC000178817311,C[C@@H](NC(=O)Cc1cc2c(ccc3ccccc23)o1)c1ccc2c(c1)CCC(=O)N2
-10.468508,ZINC000979721167,O=C(N[C@@H]1CC[C@H]2CN(C(=O)C3=COCCC3)C[C@H]21)c1cnon1
-13.002542,ZINC000128484704,CCCCN(C(=O)Cc1csc(NC(=O)C(C)C)n1)c1ccccc1
-12.858924,ZINC001249208178,COC(=O)Cc1ccc(CN2CCN(c3c(Cl)cncc3Cl)CC2)c(O)c1
-12.647366,ZINC000519345417,O=C(Nc1ccccc1OCCc1ccccc1)C(=O)N1CCC(CCO)CC1
-11.835926,ZINC000458908389,CCO[C@@H]1C[C@@H](NC(=O)NCC2(CCO)CCCC2)[C@@H]1n1cccn1
-13.560725,ZINC000470586261,NC(=O)[C@@H]1CC[C@H](CNC(=O)Nc2ccc(C[C@H]3CC(=O)NC3=O)cc2)O1
-11.2537,ZINC001308650195,COc1ccc(CN2CCC[C@@H]2c2ccc3c(c2)OCCO3)c(O)c1OC
-13.410212,ZINC001468504642,C/C(=C\c1ccccc1)CN(C)C(=O)NCC(=O)N1CCN(c2ccc(Cl)cc2)CC1
-12.369284,ZINC000060476254,NC(=O)c1ccc(CN2CCN(C(=O)c3cc(-c4ccccc4Cl)[nH]n3)CC2)cc1
-9.381299,ZINC001283357511,O=C(COCC(F)F)N[C@@H]1CCN(C(=O)C(=O)NCC2CC2)C1
-13.4895,ZINC000861353394,CO[C@@H]1CN(C)[C@](C)(COC(=O)CCCOc2ccc3c(c2)NC(=O)CC3)C1
-10.606332,ZINC001088080647,CNC(=O)CN1CC[C@@H]2CN(C(=O)Cc3c[nH]c4cnccc34)C[C@@H]2C1
-12.834706,ZINC000735665466,CC(C)(CC(=O)NCc1cccc(-c2ccc(-c3nn[nH]n3)s2)c1)C(=O)O
-12.484456,ZINC000849246900,CCOC(=O)COc1cccc(C(=O)/C=C/c2ccc(O[C@H]3CCOC3)cc2)c1
-10.295138,ZINC000763776023,O=C(c1cc(-c2cccc(Cl)c2)no1)N1CCOC[C@H]1C[C@@H](O)c1ccco1
-11.676233,ZINC000518792151,C=CCCCCCNC(=O)N[C@@H](C)C(=O)Nc1ccccc1
-12.572526,ZINC001231731489,Cn1cc2c(n1)CN(Cc1ccc(Cl)c(O)c1)C[C@@H]2COCC1CC1
-13.0389,ZINC001524230311,C[C@@H](OC(=O)c1cccc2[nH]ccc21)c1ccc(C(F)(F)F)cn1
-12.020633,ZINC000942493240,Cc1ccc(C(=O)N[C@@H]2CCN(C(=O)c3cn[nH]c3)C2)c(Cl)c1
-9.922916,ZINC001098555735,C#CCN(CCO)C1CCN(C(=O)[C@H]2COc3ccccc3O2)CC1
-11.054481,ZINC000569578064,CCCNCCNC(=O)N1CC[C@@H](O)[C@H](C2CCCC2)C1
-12.023094,ZINC000374345477,CC(C)(C)OC(=O)N1CC(C(=O)N2CCN[C@H](c3cccnc3)C2)C1
-7.571353999999999,ZINC001364875608,COCC1(S(=O)(=O)N2CC(C)(C)[C@H]2C2CC2)CCC1
-11.084111,ZINC001138442514,CCOc1ccc2ccccc2c1CN1CC[C@]2(C1)CCCN(C(=O)c1cccs1)C2
-13.838575,ZINC001318415477,CN(C(=O)[C@@H]1C[C@H]1c1ccsc1)[C@H]1CCN(CC(=O)NC(N)=O)C1
-12.68498,ZINC001538637835,CC(=O)Nc1ccc(N2C[C@@H](C(=O)Nc3cccnc3-c3cnn(C)c3)CC2=O)cc1
-12.913773,ZINC000737473106,O=C(OCc1ccc([N+](=O)[O-])cc1)c1ccn(-c2cccc(C(F)(F)F)c2)n1
-12.968908,ZINC001312921501,Cc1ccc(CC2CCN(C(=O)NCc3ccc(CC#N)cc3)CC2)cc1
-12.600145,ZINC000435715108,O=C(O)[C@@H]1CC[C@H](NC(=O)[C@@H]2CC(=O)N(c3ccc4c(c3)Cc3ccccc3-4)C2)C1
-10.59231,ZINC000759916579,CCOC(=O)Nc1ccc(C(=O)Nc2cnn(-c3cnc4ccccc4n3)c2)cc1
-12.401736,ZINC000511473592,CS(=O)(=O)Nc1cc(C(=O)NCc2ccc(C(F)(F)F)cc2)ccc1F
-13.970601,ZINC000822913792,CN(CCCOc1cccc(Cl)c1)C(=O)CCC[C@@H](O)c1ccccc1
-13.806126,ZINC000859855970,Cc1cc(C(=O)OCC(=O)NC(=O)NC2CC2)ccc1OC(F)(F)F
-15.513515,ZINC001596059123,O=C(N[C@@H]1CCCN2CCSC[C@@H]12)c1cc(Oc2ccccc2)ccc1O
-13.115726,ZINC000807255935,C[C@@H](C[C@H](O)c1ccccc1)NC(=O)NCc1ccn(Cc2ccccc2)n1
-12.360203,ZINC001608771048,O=C(O)C[C@@H]1CCC[C@H]1NC(=O)N1CC[C@H](c2ccc(O)cc2)C1
-12.995484,ZINC001528216733,O=C([C@@H]1CCN(c2ccccc2)C1)N1CCC[C@H]1c1cc(F)cc(Br)c1
-14.741879999999998,ZINC001629741060,O=C(NCCOc1cccc2ccccc21)N[C@H]1CCC2(C1)OCCO2
-13.9934,ZINC000640221287,O=C(CCN[C@@H]1CCCn2nccc21)N1CCc2ccccc2C1
-14.009504000000002,ZINC000007642184,O=C(COC(=O)C1=Cc2ccccc2OC1)NCCCSc1ccccc1
-11.79362,ZINC001583668439,Cc1cc(CCNC(=O)[C@H](C)Oc2cccc(Cl)c2)ccc1Cl
-11.457623,ZINC001312682617,C[C@]1(NC(=O)N[C@@H]2CCCCC[C@H]2c2ccc(Cl)cc2)CCNC1=O
-12.616473,ZINC000268650068,CCNC(=O)N1CC[C@@H](NC(=O)N[C@H](c2ccc(C)cc2)C2CC2)C1
-10.986897,ZINC000519652955,CC(C)[C@H](N)C(=O)NCC(=O)NCc1nc(-c2ccc(F)cc2)n[nH]1
-14.340355,ZINC001623058293,Cc1cccc(CNC(=O)Nc2cccc(C#Cc3ccccn3)c2)c1Br
-16.788132,ZINC000643807493,CCOc1ccc(N2C(=O)C[C@@H](N3CC=C(c4ccc(F)cc4)CC3)C2=O)cc1
-10.927365,ZINC001522644685,Cc1nn(-c2ccc(Cl)cc2)c(NC(=O)c2ccc(C)c(N3CCOCC3)c2)c1C
-14.006331,ZINC000786629549,CC(C)[C@@H](CNC(=O)C(=O)NCc1ccc(N2CC=CC2)cc1)N1CCCCCC1
-5.672397,ZINC001510398659,CC1=C(C)CN(c2nnc(-c3ccc(Cl)cc3)n2CCCOC2CCOCC2)CC1
-13.65777,ZINC001235225681,Brc1cccc2[nH]c(CN3CCO[C@@H](CN4CCCC4)C3)cc21
-13.427736,ZINC001631935090,Cc1cncc(CNC(=O)c2cc(-c3ccccc3Cl)n(-c3ccccc3)n2)c1
-10.589078,ZINC001276701401,Cc1cnc(CN2CC3(C2)CN(C[C@@H]2CCC(=O)N2)C(=O)CO3)c(C)c1
-12.397893,ZINC001019933749,CC(=O)N1C[C@H]2CC[C@H]1[C@@H](CNC(=O)c1ncoc1-c1ccon1)C2
-12.98297,ZINC001669125376,COC(=O)NCc1ccc(NC(=O)N2CC(Cc3ccc(Cl)cc3)C2)cc1
-12.025785,ZINC000009744163,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cccc(-n2cccc2)c1
-11.918485,ZINC000831098320,C[C@@H](CC(=O)OCc1ccccc1)NC(=O)[C@@H]1CCCc2nn[nH]c21
-11.717838,ZINC000965212898,C[C@@H](NC1CC2(CC(NC(=O)[C@@H]3C[C@H]4CC[C@@H]3O4)C2)C1)c1ccc(F)cc1
-13.033872,ZINC000454954370,C[C@@H]1[C@@H](NC(=O)NCCCC2CCOCC2)CCN1Cc1ccccc1
-11.941577,ZINC001535288145,COc1cccc(C(=O)c2ccc(C(=O)N[C@@H]3CCO[C@@H](c4cccs4)C3)cc2)c1
-12.811251,ZINC000590108495,Cc1cc(C(=O)NCc2cccc(NC(=O)Nc3ccccc3)c2)c2c(n1)onc2C(C)C
-13.481568,ZINC001659786710,C[C@@H](Cc1ccc(Br)c(F)c1)NC1CCN(c2ccccc2C#N)CC1
-11.936147,ZINC000439667181,O=C(NCc1cccc(-c2ccccn2)c1)c1cc(Cl)ccc1I
-11.958393,ZINC001349833588,CN(CCN1CCOCC1)C(=O)N[C@H]1C[C@@]2(CCOC2)Oc2ccccc21
-5.649943,ZINC001729982196,COc1cc(Cn2c(C)nnc2N2CCN(CC(=O)N3CCCC[C@H]3C)CC2)cc(OC)c1OC
-13.701148000000002,ZINC000158364940,COC(=O)Cc1cccc(NC(=O)[C@H](c2ccccc2)C2CC2)c1
-14.142532,ZINC001146982249,CCc1ccc2c(c1)[C@@H](CCNC(=O)c1cccn1[C@@H](C)Cc1ccccc1)C(=O)N2
-15.999038,ZINC000029691114,O=C(c1cc2cc(F)ccc2[nH]1)N1CCN(C(=O)c2ccc(O)cc2)CC1
-12.723724,ZINC000592328406,COC(=O)CCSc1cccc(NC(=O)C(=O)N[C@@H]2CC[C@H]3C[C@H]3C2)c1
-11.284723,ZINC001019886695,O=C(c1c[nH]c2ccc(F)cc21)N1CC[C@H](NCC[C@H]2CCCO2)C1
-11.865098,ZINC001624419533,CC(C)Oc1ccc(CCNC(=O)c2ccc(-c3ccc(C=O)s3)cc2)cc1
-11.87584,ZINC001563574799,CSCc1n[nH]c(CNC(=O)NCc2ccc(OCC(F)(F)F)nc2)n1
-10.453404,ZINC001681456582,CCN(C(=O)N[C@H]1CCCC(C)(C)C1)C1CC(C)(C)C1
-4.994421,ZINC001511129708,Cc1cccc(-c2nnc(N(Cc3cccs3)C(C)C)n2CCS(=O)(=O)N(C)C)n1
-14.775195000000002,ZINC000482015487,COc1ccc2c(c1NC(=O)c1ccn(-c3ccc(F)cc3C)n1)CCC2
-15.200248,ZINC000513517410,COc1ccc2cc([C@H](C)C(=O)N3CCC[C@@H](CNC(=O)c4ccco4)C3)ccc2c1
-12.54624,ZINC001055073540,O=C(C[C@H]1CCc2ccccc2C1)N[C@H]1C[C@H]2CC[C@@H]1N2c1nccnc1F
-8.723561,ZINC001391625406,Cc1nonc1C(=O)NC[C@@H](NC(=O)[C@H]1CCC(=O)N1)C(C)C
-13.697626,ZINC001221352257,Cc1c2ccccc2oc1[C@@H](C)NC(=O)NCCCOc1cccc(F)c1
-12.938266,ZINC000433725676,Cc1ccc(NC(=O)C2CC2)cc1N[C@@H]1CCN(c2cccc(Cl)c2)C1=O
-11.204471,ZINC000191635345,CCOC(=O)[C@@](C)(CNCc1cnc2ccccn12)c1ccccc1
-8.737492999999999,ZINC000889042222,C[C@]1(NC(=O)C=C(C2CC2)C2CC2)CCNC1=O
-11.190245,ZINC000728657106,CC(C)[C@](C)(C#N)NC(=O)[C@@H](C)OC(=O)c1cc(F)c(F)c(F)c1
-11.925488,ZINC000728636318,CC(C)[C@H](CC(=O)OCc1nc(-c2cccs2)no1)c1ccccc1
-12.601263,ZINC000462487051,Cn1cnc2cc(C(=O)N[C@H](Cc3ccccn3)c3ccccc3)ccc21
-14.765357,ZINC001427805246,Cc1cncn1CC(=O)N1CC[C@@H](NC(=O)COc2ccccc2)C1
-13.62511,ZINC000064064817,Nc1nc(COC(=O)[C@@H]2CC(=O)N(c3cc(F)cc(F)c3)C2)nc2ccccc12
-7.755939,ZINC000468461089,Cc1cc([N+](=O)[O-])c(C)c(S(=O)(=O)Nc2ccccc2C(=O)NC[C@@H]2CCSC2)c1
-12.909592,ZINC000898580953,COc1ccc(N2CC[C@@H](NC(=O)C(C)(C)n3cnc(C)c3)C2)cc1
-13.375528,ZINC000913297193,O=C(OCCCOc1ccc(Cl)cc1)[C@@H]1CCCN1C(=O)c1ccccc1
-10.905808,ZINC001473167311,COc1ccc([C@H](CO)N(C)C[C@H]2CCC[C@@H](c3ccccc3)O2)cc1
-14.993073,ZINC000655430987,CN(CCCCCc1cc(-c2ccc(F)cc2)n[nH]1)C(=O)[C@@H]1C[C@]12CCCNC2
-12.461371,ZINC000026923231,O=c1c(Cl)c(N2CCN(C[C@H](O)c3ccccc3F)CC2)cnn1-c1ccccc1
-12.494731,ZINC000536677905,O=C1CCCN1[C@@H]1CCCN(Cc2cccc(OCc3ccccc3)c2)C1
-12.158716,ZINC001034813138,O=C(NCc1ccc(CNC[C@@H]2CCCCO2)cc1)[C@H]1COC(=O)N1
-14.311428,ZINC000531380149,Cc1cc(-c2ccccc2)ccc1NCC(=O)N(C)CC(F)(F)F
-10.124132,ZINC001414455601,COc1cc(C(N)=O)ccc1NC(=O)NC[C@@H]1CN(C)CCN1C
-14.915118,ZINC000459278497,C[C@H](CC(F)(F)F)NC(=O)N[C@H](C)c1ccc(Cl)cc1
-11.139121,ZINC001633923171,Cc1nnc(SCC(=O)Nc2cnc3c(c2)CCCC3)n1-c1cc(C)ccc1C
-12.133354,ZINC000476141513,C[C@@H]1[C@@H](C(=O)N[C@@H](CO)c2cccc(Br)c2)CCN1c1ccccc1
-13.817394,ZINC001128378867,C[C@@H]1CCCN(C(=O)COC(=O)c2ccc(-c3ccc(Cl)cc3)cc2F)C1
-12.669759,ZINC001033155429,CN(C(=O)c1cnn2ccncc12)[C@@H]1CCN(CCc2ccccc2)C1
-14.688075,ZINC000188467876,C[C@@H](NCc1ncc(-c2ccccc2)cn1)c1ccc(Br)cc1F
-14.890574,ZINC000505241635,COc1cc([C@@H](C)NC(=O)N[C@@H](c2cccs2)C2CC2)ccc1OCC(C)C
-14.651915,ZINC000773817697,O=C(Nc1ccc(N2CCCC2)c(F)c1)C(=O)N1CCC(c2nnc3n2CCCC3)CC1
-13.712042000000002,ZINC000795286851,CCN(Cc1ccc2c(c1)OCCO2)C(=O)CNc1ccc2cc(OC)ccc2c1
-14.422185999999998,ZINC001564416892,Cc1nc2c(s1)[C@H](NC(=O)N[C@@H](C1CCC1)C1CCCC1)CCC2
-12.705104,ZINC001303400997,CC(C)(C)OC(=O)N1CCC(CCC(=O)NCC2(c3cccc(F)c3)CCC2)CC1
-13.158058,ZINC000427697969,CC(C)c1ccc(C[C@@H]2CCN(C(=O)[C@@](C)(O)CN3Cc4ccccc4C3=O)C2)cc1
-8.257257000000001,ZINC001146513378,CC(=N)N(Cc1cccc(CN)c1)C(=O)[C@@]12CN(Cc3ccccc3)C[C@@H](O1)c1ccccc12
-9.347844,ZINC001685503106,COc1ccc([C@H](NC(=O)N2CC(=O)N[C@H]3CCCC[C@@H]32)C2CCC2)cc1
-12.210294,ZINC001227598271,CCOc1ccc([C@H](C)Oc2nc(O)nc3[nH]c(Br)nc32)cc1
-12.645419,ZINC000985156271,CN1CC[C@H](NC[C@H]2C[C@H](NC(=O)c3cccc(C4CC4)c3)C2)C1=O
-13.219338,ZINC000119811242,CCC(=O)c1cccc(NC(=O)[C@@H]2CCn3ccnc3C2)c1
-11.509749,ZINC000425678173,COC(=O)c1conc1C(C)(C)NC(=O)NC[C@@H](C)Oc1ccccc1C
-12.048853,ZINC000265012036,CN1C(=O)C(=O)N(CC(=O)Nc2ccc(N3CCOCC3)c(F)c2)C1=O
-13.421957,ZINC000995602796,COc1ccn2c(c1)ncc2C(=O)NC1CN(C(=O)[C@@H]2CC23CC3)C1
