r_i_docking_score,ZINC_ID,SMILES
-9.516171,ZINC001601974425,O=C(O)CCC1(NC(=O)c2ccc(F)c3cccnc23)CCCCC1
-13.887515,ZINC001466602301,Cc1cc(NC(=O)N[C@H](C)c2cnn(CC3CCC3)c2)cc(C(N)=O)c1
-11.902587,ZINC000056671251,CSc1ccc(Cl)c(C(=O)NC[C@H](O)COc2cccc(F)c2)c1
-13.152918,ZINC000975190132,CCc1ccc([C@H](C)CC(=O)N2C[C@H]3CCN(C(C)=O)C[C@H]32)cc1
-12.775447,ZINC000463567664,Cc1ccc(NC(=O)N2CCC[C@@](CO)(Cc3ccccc3)C2)cc1C(F)(F)F
-4.512198000000001,ZINC001295862680,CCN(CCn1c(CCc2ccc(OC)cc2)nnc1N1CCC2(CC1)NC(=O)N(C)C2=O)C(C)C
-10.809962,ZINC000993970928,Cc1noc(CCC(=O)N2C[C@@H](CNC(=O)c3cn(C)nn3)[C@H](C)C2)n1
-13.431934,ZINC001556609390,O=C(CC1CCN(CC(F)(F)F)CC1)N1CC(c2cccc(C(F)(F)F)c2)C1
-10.890091,ZINC000436282687,CCCCN(C)S(=O)(=O)c1ccc(NC(=O)[C@H]2CCCCC(=O)N2)cc1
-13.914452,ZINC000631059636,Cc1cc(CNC[C@@H]2CCN(c3cc(Cl)ccc3C)C2)on1
-11.407041,ZINC001617561481,N#Cc1ccc(CN2CCC(F)(c3ccc(Cl)cc3)CC2)cc1
-13.057663,ZINC000174376922,CCS[C@H]1CC[C@@H](N(C)C(=O)c2cc(-c3ccccc3)[nH]n2)C1
-9.947892,ZINC001321720882,CN(C)[C@@H]1CCCC[C@H]1NC(=O)c1ccccc1COc1cccc(C=O)c1
-10.873458,ZINC000572157068,CNC(=O)[C@@H](CN[C@@H]1CCc2c1cccc2OC)Cc1ccc(OC)c(F)c1
-15.108079,ZINC000751630579,N#Cc1ccsc1N1CC[C@H](OC(=O)c2cc3cc(Cl)ccc3o2)C1=O
-13.950941,ZINC001319984810,N#CCOc1cccc(CNC(=O)N[C@@H]2CCN(c3ccc(F)c(Cl)c3)C2=O)c1
-13.448821,ZINC001310067421,Cc1ccc(NC(=O)N[C@H]2CC[C@@H](c3ccc(F)cc3)C2)cc1F
-12.596123,ZINC001682115601,O=C(NCc1cccc(OCC(F)(F)F)c1)N1CCC(c2ccc(F)cc2)CC1
-10.935683,ZINC001210012278,O=C(N[C@@]1(C(F)(F)F)CCc2ccccc21)N1CCO[C@@H](Cc2ccccc2)C1
-8.921249000000001,ZINC000515844915,Cc1c([C@H](C)NC(=O)N[C@H](c2ccc(F)cc2)c2ccccc2Cl)cnn1C
-16.196023999999998,ZINC000542952946,COc1cc(F)c(NC(=O)N[C@@H](C)c2ccc(-c3cccc(C#N)c3)cc2)cc1OC
-11.883168,ZINC000296291550,CC(F)(F)CCNC(=O)C(=O)Nc1ccc2c(c1)CCC(=O)N2CC1CC1
-7.663864999999999,ZINC001549018836,Cc1ccc([C@@H]2C[C@@H]2NC(=O)N2CC3(CCOCC3)[C@@H]2C(C)C)cc1
-12.841958,ZINC000187136982,CN1CCN(Cc2ccc(CNCc3ccc4c(c3)CCC(=O)N4C)cc2)CC1
-12.276954,ZINC000263368661,O=C(O)CCCNC(=O)NCc1ccc(OCc2ccccc2F)cc1
-12.814529,ZINC001012152854,C[C@H]1C[C@H](NC(=O)c2ccc3oc(O)nc3c2)CN1C(=O)CC1CC1
-13.9154,ZINC000015073271,CN(Cc1nc2cc(Cl)ccc2[nH]1)Cc1cccc(OC[C@@H](O)CN2CCOCC2)c1
-14.92251,ZINC001195111614,CN(C[C@@H](O)c1cccc(Br)c1)C[C@H]1CC(c2ccc(Cl)cc2)=NO1
-8.419144000000001,ZINC000600324402,COC[C@H](C)CC(=O)N1C[C@H](C(=O)OC)CC[C@H]1C(=O)OC
-14.054955,ZINC001562313016,COC(=O)c1ccc(NC(=O)N[C@@H](CO)CC2CCCCC2)c(OCC(F)(F)F)c1
-13.332623000000002,ZINC000655688095,CCCCOc1ccc(-c2nnc(Cn3cc(CC)cn3)o2)cc1
-12.750731,ZINC000503868844,COc1ccc([C@H]2C[C@H](N[C@@H]3C[C@H](C)N(C)C[C@H]3C)C2)cc1F
-13.548239,ZINC000486517712,O=C(NCC(=O)N1CCOCC1)Nc1cccc(COc2ccc(F)cc2)c1
-10.690875,ZINC001656603639,CCOC(=O)c1cnc2ccccc2c1OC[C@H]1CCC(C)(C)CO1
-11.098639,ZINC001754220127,CCn1cc(CCNC[C@@H](C)NC(=O)[C@H](C)OC)cn1
-10.020563,ZINC001601567789,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](O)c1ccccn1
-13.32061,ZINC001621436571,CCc1[nH]c(CN2C[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]3C2)cc1C(=O)OC
-11.336796,ZINC000777007925,C#Cc1ccc(C(=O)Nc2cnc3c(c2)C[C@H](NC(=O)OC(C)(C)C)CC3)nc1
-14.183223000000002,ZINC000605248824,CCN1CCCC[C@@H]1CNC(=O)C(=O)Nc1cccc(OCc2ccc(Cl)cc2)c1
-13.733539000000002,ZINC000642440577,O=C(Nc1ccc(-c2nccs2)cc1)N1CC=C(c2c[nH]c3ncccc23)CC1
-13.491664000000002,ZINC001621559015,C[C@H](CCc1cncc2ccccc21)N[C@H]1Cc2ccc(Cl)cc2C1
-13.779909,ZINC001058996571,O=C(CCCc1cccs1)NCC[C@@H]1CCN(C(=O)C2CCC2)C1
-14.895402,ZINC000517668737,N#Cc1ccc(N2CCN(C(=O)[C@H]3C[C@@H]3c3cccc(C(F)(F)F)c3)CC2)nc1
-11.364858,ZINC001536616365,Cc1cc(C)c(COC(=O)COc2cccc(C#N)c2)c(OCc2ccccc2)n1
-12.854781,ZINC000343756596,COC(=O)c1nc(NCc2ccc3[nH]c(C)cc3c2)sc1C
-10.450366,ZINC000920389750,Cc1cn2c(/C=C\C(=O)c3nnn(-c4ccccc4)c3C)c(C)nc2s1
-13.671898,ZINC000128567081,O=C(NC[C@H](O)c1ccc(Cl)c(F)c1)Nc1ccc(N2CCCCC2)cc1
-12.606171,ZINC001675443788,N#Cc1ccc2c(c1)C[C@H](NC(=O)N1CCc3c1cccc3Cl)C2
-12.354454,ZINC000539214855,CNS(=O)(=O)c1cccc([C@@H](C)NCc2ccc(-c3ccccc3C#N)cc2)c1
-9.190534,ZINC000651756729,COc1ccccc1[C@@H](CNC(=O)c1cccc(-n2ccnc2O)c1)OC(C)C
-14.057879000000002,ZINC001205830365,COc1ccc(C[C@H](C)CNCCc2cc(C)ccc2F)cc1F
-11.637312,ZINC000544508404,Cc1nccc(NCc2cccc(C(=O)N[C@@H](C)COc3ccc(F)cc3F)c2)n1
-12.937339,ZINC001128635706,CC(=O)[C@@H]1CC(C(=O)Oc2ccc3c(c2)C(=O)CC(C)(C)O3)=NN1c1ccccc1
-12.067483,ZINC001436176817,Nc1c(C(=O)Nc2cc(F)c(N3CCOCC3)cc2F)cc2ccccc2c1[N+](=O)[O-]
-10.445558,ZINC001341942373,NCCNCC(=O)NC[C@H]1CCC2(CCOCC2)[C@@H]1O
-13.421807,ZINC000885760943,CO[C@]1(C(=O)OCC(=O)Nc2cccc(SC)c2)CCS(=O)(=O)C1
-14.18496,ZINC001231264392,O=C(NC(C1CCCC1)C1CCCC1)N[C@@H]1CCc2ccc(O)cc21
-12.123473,ZINC001562845517,COc1ccc(OCCCNC(=O)Nc2ccc(N(C(C)=O)[C@@H]3C[C@@H]3C)cc2)cc1
-11.164414,ZINC001388280978,CC[C@@H](C)[C@@H](C)C(=O)N(CC)CCNC(=O)c1cccc2nn[nH]c21
-12.958405,ZINC001467883719,CCOc1cccc(CNC(=O)N[C@@H]2CC[C@H](C)[C@@H](C)C2)c1
-9.633748,ZINC001654481916,CCOC(=O)c1c(C)onc1CN(c1ccc(Br)cc1)C1CC1
-12.225219,ZINC001680001924,CCc1ccc2ccccc2c1CNC(=O)NCc1csc([C@@H](C)OC)n1
-9.871846,ZINC001087857032,COCC(=O)N1C[C@H]2CCN([C@H](C)c3ccccc3F)C[C@H]2C1
-12.913279,ZINC000811231758,C[C@H](OC(=O)c1cc(C(F)(F)F)cc(Cl)n1)c1nc(-c2ccccc2)no1
-10.760198,ZINC001475805638,CCc1ccc2c(c1)CN(S(=O)(=O)c1c(C)cccc1F)CC2
-13.311575,ZINC000608550736,Cc1ccc([C@H]2OCCC[C@@H]2CNC(=O)C(=O)Nc2cc(F)ccc2Cl)cc1
-7.315474000000001,ZINC001616560021,CCO[C@@H]1C[C@H](N(C)c2nnc(Cn3nc(C)cc3C)n2C[C@@H](CC)OC)C1(C)C
-13.517513,ZINC000374794866,O=C(NC[C@H]1CCC2(CCOCC2)[C@@H]1O)NC1CCC2(CCOCC2)CC1
-13.04807,ZINC000800372707,O=C(/C=C/c1nc2ccccc2s1)NCCc1cccc2[nH]ccc21
-10.496854,ZINC000942981080,C=C[C@@H]1OCC[C@H]1C(=O)N(CC)[C@@H]1CCN(C(=O)c2cc(Cl)c[nH]2)C1
-11.445376,ZINC001646286132,CO[C@]1(CNC(=O)N[C@H]2CCO[C@@H](C)C2)CCS(=O)(=O)C1
-11.902555,ZINC000678711181,CS(=O)(=O)Nc1ccc(OCCNC(=O)C(=O)Nc2ccc3c(c2)C(=O)NCC3)cc1
-5.477111,ZINC001694257364,CC[C@@H](c1nnc(N2CCC(CNC(C)=O)CC2)n1C[C@@H]1NC(=O)CC1(C)C)c1ccccc1
-11.398072,ZINC001672805683,CCN(CC)CCO[C@@H]1CCN(C(=O)Nc2ccc(C(C)(C)C)c(F)c2)C1
-12.123639,ZINC000549146718,NC(=O)CCN(Cc1ccccc1)C(=O)CN1CCC(N2CCc3cc(F)ccc32)CC1
-12.982793,ZINC000425929033,CCC1(CNC(=O)N[C@@H]2[C@@H]3CCC[C@@H]32)CCN(Cc2ccccc2)CC1
-14.912111,ZINC001668348947,O=C(NCc1cccc(C(=O)OCc2ccccc2)c1)N[C@@H]1CCn2ccnc21
-12.645809,ZINC000130924130,O=C(CSCC(=O)c1ccccc1)Nc1ccc(COC2CCCC2)cc1
-14.060679,ZINC000182679558,C[C@H](NCc1ncc(-c2cccc(F)c2)o1)c1nnc2ccccn21
-14.325435,ZINC000001123967,Cc1cc(OCC(=O)Nc2cccc(-c3nnc(-c4ccccc4)o3)c2)cc(C)c1Cl
-9.266365,ZINC000550166959,CC(C)c1ccc([C@H](NC(=O)C(=O)N[C@H](C)c2nnc3n2CCC3)c2cccs2)cc1
-16.126488000000002,ZINC000484033212,O=C(CN1CCN(C(=O)CCCc2c[nH]c3ccccc23)CC1)N1CCc2ccccc21
-14.289420000000002,ZINC000770855606,O=C(N[C@H](CO)C[C@@H](O)c1ccccc1)c1ccn(-c2ccc(Cl)c(Cl)c2)n1
-9.693797,ZINC000638839901,O=C(Cc1cccc2c1CCNC2)N[C@@H](CCc1ccccc1)c1ccccn1
-10.924576,ZINC001533242713,CC[C@H](C)CC(=O)NC[C@H](O)CNC(=O)c1cnn2cc[nH]c12
-8.005585,ZINC000288076998,CCCN(CCN1CCCCC1)C(=O)C(=O)Nc1cc(C)nn1-c1ncccn1
-10.48612,ZINC001389124819,CCn1nccc1C(=O)N[C@@H](C)CCNC(=O)C1=C(C)OCCC1
-14.814064000000002,ZINC000997417492,C#CCCN1CCC([C@@H](C)NC(=O)c2cc3ccccc3[nH]2)CC1
-12.464749,ZINC001300793528,CC[C@](O)(CC(=O)NC[C@@H]1c2ccccc2C(=O)N1Cc1ccccc1)c1ccccc1
-12.10857,ZINC000960733510,C=CCCN1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)c1cn(-c2ccccc2)nn1
-11.435195,ZINC000357107110,CS(=O)(=O)c1cccc(NC(=O)c2cc(-n3ccnc3)ccn2)c1
-13.763617000000002,ZINC000410359560,Cc1cccc2oc(CCN[C@H](C)c3ccc(-n4ccnc4)cc3)nc21
-9.484056,ZINC000538645496,Cc1nc([C@@H]2CCCN(C(=O)c3ccc(S(=O)(=O)N4CCCC[C@H]4C)cc3)C2)n[nH]1
-14.308271,ZINC001250820257,CC(C)(C)OC(=O)N1Cc2cccn2C[C@@H](CCNC[C@H](O)COc2cccc(F)c2)C1
-13.686321,ZINC000422411652,C[C@@H]1C[C@H](CNC(=O)C(=O)N[C@@H]2CCN(c3c(F)cccc3F)C2)[C@H](C)O1
-15.111226,ZINC000873018439,COCCOCc1ccc(CNC(=O)NCc2cccc3ncccc23)cc1
-13.772911,ZINC001133561522,O=C(Nc1nccc(-c2ccc(F)c(F)c2)n1)[C@H]1CCC=CCCC1
-10.110076,ZINC000248056448,Cc1nc(C2(NC(=O)CCn3ncc(=O)c4ccccc43)CCCC2)no1
-14.291918,ZINC000529236708,CC(C)Oc1ccc(CNC(=O)Nc2cn(C)nc2-c2ccco2)cc1
-9.995219,ZINC001451276792,C[C@@](CNC(=O)C[C@H]1CCCO1)(NC(=O)CCc1cnc[nH]1)C1CC1
-13.066339,ZINC001164471594,C=CC(=O)Nc1ccc(O)c(C(=O)N[C@@H]2CCc3ccc(C)cc32)c1
-13.704144,ZINC000812058958,CN(C)c1ccc(N2CCC(NC(=O)N3CC(O)(c4ccc(Cl)cc4)C3)CC2)cc1
-12.941293,ZINC001290888650,Cc1nnc(N2CCO[C@@H](c3ccc(C(F)(F)F)cc3)C2)n1CCSC(C)C
-12.89111,ZINC000647523610,CC(C)(C)c1ccc(OC[C@H](O)CNCC2(CO)CC2)cc1
-12.223398,ZINC001232919186,O[C@@H]1CCCN(Cc2ccc(OCc3ccccc3)cc2F)CC1
-10.21608,ZINC000961108486,Cc1ccc(C(=O)N2CCC[C@H]([C@@H]3CCN(CC#N)C3)C2)n1C
-15.532557999999998,ZINC001678049802,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1CNC(=O)NCCc1ccc(F)c(F)c1F
-15.254729,ZINC001636849160,CC[C@H](Cc1ccc(F)cc1)NC(=O)NCC(C)(C)C1(O)CCCC1
-13.467167000000002,ZINC001523423580,CN(CCCNC(=O)c1cc2occc2[nH]1)C(=O)CC[C@@H]1CCCO1
-6.634224000000001,ZINC001515417653,CCN(c1nnc(C2CCC2)n1CCc1ccc(NC(C)=O)cc1)C1CCCCC1
-11.926445,ZINC000482011794,CC1(C)CN(C(=O)[C@@H]2C[C@@H]2c2ccc3ccccc3c2)CC[C@H]1C(F)(F)F
-14.922485,ZINC000510094313,CCOc1ccc(C2=CCN(C(=O)Nc3ccc(OC4CCOCC4)c(C)c3)CC2)cc1
-13.103723,ZINC001243245594,COc1cnc(F)c(-c2ccc(O)c(C(C)C)c2)c1
-12.881392,ZINC001556729666,C[C@@H](NC(=O)[C@H]1CCCN(C(C)(C)C)C1=O)c1ccc(-n2cccn2)c(F)c1
-13.815495,ZINC001514887039,CN(C)C(=O)c1cccc(CNC(=O)/C=C/c2ccccc2C(F)(F)F)c1
-13.076908,ZINC000778800730,COc1ccc(C(=O)O[C@@H]2CCN(c3ccc([N+](=O)[O-])cc3F)C2)cc1N1CCNC1=O
-12.495008,ZINC001685570910,CC1(C)CCC[C@H](CNC(=O)N[C@H]2c3ccccc3CC[C@@H]2n2ccnc2)O1
-12.437115,ZINC000540132469,O=C(CSCC(=O)N1CC[C@H](Oc2ccc(C(F)(F)F)cn2)C1)c1ccccc1
-13.087198,ZINC001418253035,Cc1ccc(CN[C@H](C)CNC(=O)c2cc(C(F)F)ncn2)cc1C
-11.31468,ZINC000889944831,CCN1CCN(C(=O)Cc2sc(C)cc2C)CC1=O
-11.720843,ZINC001319397010,COc1ccc(Cl)cc1CCNC(=O)N[C@@H](C)Cc1ccncc1
-3.3983790000000003,ZINC001507525637,C#C[C@H](C)N(C)c1nnc(-c2cccn2C)n1C[C@H]1CCCN1C(=O)OC(C)(C)C
-5.47922,ZINC001138623309,c1ccc(-c2ncc3c(n2)[C@]2(CCN(Cc4cccc(Oc5ncccn5)c4)C2)COC3)cc1
-15.382095,ZINC001677847199,COc1ccc(C2=NO[C@@H](CNC(=O)NCCOc3ccccc3-c3ccccc3)C2)cc1
-10.60141,ZINC001577081785,CN(CCCNC(=O)[C@@H]1C[C@H]1C1CC1)C(=O)c1ncnc2sccc21
-13.676117,ZINC001191978172,CCSCC[C@@H](C)N(C)CC(=O)Nc1ccc2ccccc2c1
-9.970373,ZINC001344854395,O=C(NC[C@@H]1C[C@@H]2COC[C@@H]2O1)Nc1ccccc1-c1noc(C2CC2)n1
-13.366246,ZINC001206159334,CCOc1ccc(C[C@H](C)CNC[C@H](C)c2cc(F)cc(F)c2)cc1
-10.544637,ZINC001273148945,CCc1noc(CNCC[C@@H](C)NC(=O)c2ccc(C3CC3)cn2)n1
-12.423939,ZINC000491934600,Cc1ccc(/C=C\C(=O)N[C@H]2CCCN(c3cnn(C)c3)C2=O)o1
-10.0186,ZINC001040167122,C[C@H]1[C@@H](Nc2nc(C3CC3)ns2)CCN1C(=O)c1cnon1
-11.058635,ZINC000347889166,C[C@@H]1[C@@H](NC(=O)NC[C@H]2CC=CCC2)CC(=O)N1Cc1ccccc1
-12.416388,ZINC001343792872,O=C(OCCN1CCC=N1)c1ccc(C2CC2)cc1
-14.09089,ZINC000021471622,CCc1ccc([C@H](C)NC(=O)COC(=O)c2ccc(-n3cccn3)cc2)cc1
-10.143035,ZINC000995154061,Cc1nccnc1CNC[C@@H]1CC[C@H](NC(=O)C2(F)CCCCC2)C1
-14.037148,ZINC001017590311,CCC(=O)N1CC=C(CNC(=O)c2cc3ccc(C)cc3[nH]2)CC1
-14.18679,ZINC001663193686,CCCN(CCC)c1ccc(NC(=O)NC[C@@H]2CC[C@@H]3C[C@H]3C2)cc1
-13.067489,ZINC000629718204,COc1ccc([C@@H]2CCN(C(=O)[C@@H]3C[C@H]3c3cccnc3)C2)cc1F
-12.770011,ZINC000514991985,CSc1ccc(N2C[C@@H](C(=O)NCc3ccc(OCC(F)(F)F)cc3)CC2=O)cc1
-11.124668,ZINC000006087704,Cc1ccc2c(Cn3cnc4sc5c(c4c3=O)CCCC5)cc(=O)oc2c1
-13.345684,ZINC001626938740,O=C(Nc1ccccc1O[C@H]1CC(=O)N1)c1ccc(COc2ccc(Br)cc2)o1
-9.746773,ZINC001538272955,COC(=O)c1cc(NC(=O)Cn2c3ccc(OC)cc3c3c2CCCC3)ccc1SC
-14.213867,ZINC000027241075,COc1ccc2cc(C(=O)OCc3ncc(-c4ccc(Cl)cc4)o3)[nH]c2c1
-12.763562,ZINC000539740765,C[C@@H](Nc1cccc(OCCN(C)C)c1)c1ccc(-n2ccnc2)cc1
-15.150887,ZINC001175150422,CN1CCc2ccc(Nc3c(F)cc(OCc4ccccc4)cc3F)cc2C1=O
-8.787092999999999,ZINC001422571966,CCC1(C(=O)NC[C@H](C)N(C)[C@@H](C)c2nc(C)no2)CCOCC1
-14.067975,ZINC000066904421,CNC(=O)c1ccc(CSCC(=O)Nc2cccc(C(F)(F)F)c2)cc1
-10.362869,ZINC001357813005,Cn1cc(C2=NO[C@H](C(=O)N[C@H](c3ccc4c(c3)OCCO4)C3CC3)C2)cn1
-12.26656,ZINC001071066821,O=C(COC1CCCCC1)N1CCC([C@@H]2OCC[C@H]2NCCO)CC1
-13.659316,ZINC001185296339,C=CCCCC(=O)N1CC[C@@H](NCc2nnc(CC)n2C)C1
-13.805955,ZINC000500562210,CCOc1ccc(-c2cn(C3CN(C(=O)CCNC(=O)C(C)(C)C)C3)nn2)cc1
-12.456549,ZINC000461895160,O=C(CCc1ncccn1)Nc1ccc(CC(=O)N2CCN(c3ccccc3)CC2)cc1
-12.330003,ZINC000742903921,CCc1ccc(N2CCN(C(=O)c3ccc(F)c(NS(C)(=O)=O)c3)CC2)cc1
-12.200554,ZINC000752696418,O=C(Nc1ccc(F)c(-n2nnnc2C2CC2)c1)N1CCC(c2cccc(F)c2)CC1
-10.450119,ZINC001420738595,CCn1ncc(CN[C@@H](C)C2CCN(C(=O)CC(C)(C)CC)CC2)n1
-15.286095,ZINC001310061119,O=C(NCC1=CCCCC1)Nc1ccc2c(c1)Cc1ccccc1-2
-10.381813,ZINC001061986322,CCOCC(=O)N1CCCC[C@@H]1CNC(=O)CCN1CCCC1=O
-15.375778,ZINC000477688677,C[C@@H](Cc1ccncc1)NC(=O)N[C@@H](C)c1nc(-c2ccc(Br)cc2)cs1
-12.274549,ZINC000295782130,CCn1nnc(C)c1C(=O)N[C@H](C)CN1CCN(c2ccccc2)CC1
-12.127105,ZINC001220919773,CO[C@H](CN1C[C@@H](NC(=O)COc2ccc(C)cc2)[C@@H](O)C1)C1CCC1
-10.090908,ZINC001681823781,N#CCCC[C@@H](NC(=O)N[C@H](Cn1ccccc1=O)c1ccccc1)c1ccccc1
-9.840868,ZINC000624937872,CCO[C@H](CS(=O)(=O)N[C@H]1CS(=O)(=O)C[C@@H]1N1CCOCC1)C1CC1
-12.056855,ZINC000478653754,COCC(=O)N1CCC(NC(=O)NCCc2c[nH]c3cc(Cl)cc(Cl)c23)CC1
-14.149767,ZINC001217397869,Cc1cc(OC(F)(F)F)ccc1-c1noc(-c2ccc3n[nH]cc3n2)n1
-9.87949,ZINC001178063357,COC(=O)C[C@@H]1CN(C(=O)[C@H]2CCCCN2C(=O)c2ccc(Br)c(F)c2)C[C@H]1C
-11.676748,ZINC001075558072,COc1cc(C(=O)N[C@@H](C)CCNC(=O)C[C@@H]2C=CCC2)cc(C)n1
-12.964449,ZINC001564115848,COc1ccc(-c2n[nH]c(CNC(=O)NCc3cccc(OC(C)(C)C)c3)n2)cc1
-15.246735,ZINC000863870499,CC1(C)Cc2ccc(NC(=O)Cc3ccc4c(c3)CCCO4)cc2B(O)O1
-12.574365,ZINC001658215028,C#CCOc1ccc(Br)cc1CNCc1cc(=O)n2ccccc2n1
-12.738169,ZINC001100236282,CCOc1cc(N(C)CCNC(=O)[C@H]2CCCC[C@H]2C2CC2)ncn1
-10.401874,ZINC001631936136,COCCN(C(=O)CNc1cccc(Cl)c1)C1CCN(C(=O)OCc2ccccc2)CC1
-10.962313,ZINC000970787080,CC[C@H](C(N)=O)N1CC([C@H](C)NC(=O)c2ccc3ccccc3n2)C1
-13.126743,ZINC001608120926,Cn1cc(NC(=O)NC[C@]2(CO)C[C@H]2c2ccccc2)cc1C(=O)O
-11.530033,ZINC001543082667,CCSc1ccccc1CC(=O)N1CCC(Nc2ccccc2)CC1
-10.822592,ZINC001417288223,O=C(CCCF)N[C@@H](CNC(=O)[C@]12C[C@H]1CCC2)C1CCCC1
-12.008867,ZINC001310335629,Cc1ccc(NC(=O)NC[C@@H]2C=C[C@H]3C[C@@H]2CO3)cc1OCCC(C)C
-14.359757,ZINC001468502996,O=C(Cc1csc(-c2ccc(Cl)cc2Cl)n1)NC[C@H](CO)C1CCCCC1
-12.701582,ZINC000408961266,Cc1ccc(N=C2NC(=O)/C(=C\c3cn(Cc4ccc5ccccc5c4)c4ccccc34)S2)cc1
-9.123212,ZINC000765710619,Cc1cccc2[nH]cc(CCN[C@H](C)c3cccc(N(S(C)(=O)=O)S(C)(=O)=O)c3)c21
-12.842937,ZINC000632926932,O=C(NC[C@@H]1CCCO[C@@H]1c1ccccc1)N1CC[C@H](O)[C@H]2CCCC[C@@H]21
-11.241767,ZINC000554837269,Cc1ccc2ncc(-c3noc(CCc4ncc(-c5ccccc5Cl)o4)n3)n2c1
-14.07441,ZINC000753352184,COc1cc(-c2ccccc2)sc1C(=O)OCC(=O)c1ccc2c(c1)CCC(=O)N2C
-14.11341,ZINC000414874722,O=[N+]([O-])c1cccc(-c2ccc(CNCCN3CCNCC3)o2)c1
-14.409295000000002,ZINC000733284813,CCc1ccc(C(=O)CCC(=O)NCC(=O)OCc2ccccc2Cl)cc1
-11.331801,ZINC000490266665,COc1ccc(CNC(=O)C(=O)Nc2cnn(-c3ccccc3S(C)(=O)=O)c2)cc1
-13.722032,ZINC001284939065,CCOCCN1CC=C(CNC(=O)c2cc3ccccc3nn2)CC1
-10.994905,ZINC001470450932,CO[C@@H](CNC(=O)OC(C)(C)C)C(=O)NCCc1cccc(-c2ccccc2)c1
-11.896852,ZINC000966152088,CSCC(=O)N1C[C@H](C)[C@H](NC(=O)c2ccc3cc[nH]c3c2)C1
-13.166275,ZINC000277939975,COC(=O)c1cc(COc2ccc3c(c2)NC(=O)CC3)oc1C
-13.208821,ZINC000021386597,Cc1ccc(-c2cnc(CCC(=O)N(C)CCOc3ccc(Cl)cc3)o2)cc1
-14.167167,ZINC001248162688,N#Cc1ccc(-c2noc(C[C@H](N)Cc3ccc4ccccc4c3)n2)c2ccccc12
-12.957832000000002,ZINC001653225549,CCOc1ccc2c(c1)CN(CCOc1ccc(F)c(Cl)c1)CC2
-13.293845999999998,ZINC000728171447,CCOc1ccc(CNC(=O)c2ccc(Cl)cc2NC(=O)c2ccoc2C)cc1
-13.298174,ZINC000061229937,CC(C)CCCNC(=O)NC[C@H](c1ccccc1)N1CCCC1
-15.062703,ZINC000368505218,COc1ccc(CCCC(=O)N2CCc3c(sc4ncnc(N)c43)C2)cc1
-13.267138,ZINC000616909638,CCc1oc2ccccc2c1CN(C)C(=O)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1
-12.45006,ZINC000583436877,N#Cc1c2c(cnc1NCc1cccc(OC(F)F)c1)CCC2
-13.46459,ZINC001450841271,C[C@@H]1CCN(C(=O)Cc2ccc3ccccc3c2)C[C@H]1CNC(=O)OC(C)(C)C
-5.341166,ZINC001261200540,CCn1c2nnc(CN[C@@H]3CCN(C)[C@@H]3c3ccc(F)cc3)n2c2ccccc2c1=O
-9.275273,ZINC000997429163,O=C(N[C@H]1C[C@H]2CC[C@@H]1N2C(=O)C1=CCOCC1)[C@H]1CCCNC1=O
-12.732232000000002,ZINC000891601914,C#CCN1CCC[C@H](NC(=O)C(=O)Nc2ccc(C3CC3)c(C#N)c2)C1
-10.639143,ZINC001404798516,CO[C@H](CC(C)C)C(=O)NC1CN(CCCC(C)(C)C)C1
-10.942669,ZINC001073774142,C#CCCCCC(=O)N1CC[C@@H](NC(=O)CNC(=O)OC)[C@@H](C)C1
-12.999214,ZINC000748282861,COc1cc(OC)cc(N2CC[C@@H](Nc3nc4ccc([N+](=O)[O-])cc4s3)C2=O)c1
-14.206311,ZINC001637377311,Cn1cnnc1CCCNC(=O)c1ccc(C#Cc2ccccc2)cc1
-12.345875,ZINC000332389151,O=C(CSc1nnc(N2CCOCC2)n1CC(F)(F)F)N1CCCCC1
-12.928255,ZINC001292921223,COc1ccc(/C=C(\C)C(=O)Nc2ccc3nc(CN4CCCCC4)[nH]c3c2)cc1F
-13.767609,ZINC000659491423,Nc1cccc(CNC(=O)N[C@@H]2CCN(C(=O)COc3ccccc3)C2)c1
-11.73591,ZINC000454560623,COCCCN(C)CCNC(=O)N[C@@H](C)c1cccc(C2CC2)c1
-11.114691,ZINC000999724800,Cc1cc(CNC2CC(N(C)C(=O)c3ccc(Cl)cn3)C2)cs1
-11.556011,ZINC000442822580,Cc1ccc(OCc2ccc(C(=O)N3CC[C@](C)(NCC(=O)OC(C)(C)C)C3)o2)c(C)c1
-13.633766,ZINC001539625939,CC(C)c1ccc(O[C@H](C)CNC(=O)c2ccc3cccnc3c2)cc1
-10.938712,ZINC000279706708,CN(C)c1cccc(CN[C@H]2[C@H]3CCO[C@H]3C23CCC3)c1
-11.739894,ZINC001495567787,C#CCCNC[C@H]1CCCN1C(=O)Cc1cc(C)c(Cl)cn1
-14.47261,ZINC001645049607,N#Cc1ccc([C@H](O)C(=O)NCc2ccc(-c3cccs3)cc2)cc1
-12.264088,ZINC000505355487,Cn1ccnc1SCc1cccc(C(=O)NCCN2CCc3ccccc3C2)c1
