Name,SMILES,kon,koff,KD,lnkon,lnkoff,lnKD,rgyr,glob,ecc,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,apol,ASA,ASA+,ASA-,ASA_H,ASA_P,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,DASA,DCASA,dens,density,diameter,dipole,dipoleX,dipoleY,dipoleZ,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,mr,mutagenic,nmol,npr1,npr2,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,pro_app_charge,pro_asa_hph,pro_asa_hyd,pro_asa_vdw,pro_coeff_280,pro_coeff_diff,pro_coeff_fric,pro_debye,pro_dipole_moment,pro_eccen,pro_helicity,pro_henry,pro_hyd_moment,pro_mass,pro_mobility,pro_net_charge,pro_patch_cdr_hyd,pro_patch_cdr_hyd_1,pro_patch_cdr_hyd_2,pro_patch_cdr_hyd_3,pro_patch_cdr_hyd_4,pro_patch_cdr_hyd_5,pro_patch_cdr_hyd_n,pro_patch_cdr_ion,pro_patch_cdr_ion_1,pro_patch_cdr_ion_2,pro_patch_cdr_ion_3,pro_patch_cdr_ion_4,pro_patch_cdr_ion_5,pro_patch_cdr_ion_n,pro_patch_cdr_neg,pro_patch_cdr_neg_1,pro_patch_cdr_neg_2,pro_patch_cdr_neg_3,pro_patch_cdr_neg_4,pro_patch_cdr_neg_5,pro_patch_cdr_neg_n,pro_patch_cdr_pos,pro_patch_cdr_pos_1,pro_patch_cdr_pos_2,pro_patch_cdr_pos_3,pro_patch_cdr_pos_4,pro_patch_cdr_pos_5,pro_patch_cdr_pos_n,pro_patch_hyd,pro_patch_hyd_1,pro_patch_hyd_2,pro_patch_hyd_3,pro_patch_hyd_4,pro_patch_hyd_5,pro_patch_hyd_n,pro_patch_ion,pro_patch_ion_1,pro_patch_ion_2,pro_patch_ion_3,pro_patch_ion_4,pro_patch_ion_5,pro_patch_ion_n,pro_patch_neg,pro_patch_neg_1,pro_patch_neg_2,pro_patch_neg_3,pro_patch_neg_4,pro_patch_neg_5,pro_patch_neg_n,pro_patch_pos,pro_patch_pos_1,pro_patch_pos_2,pro_patch_pos_3,pro_patch_pos_4,pro_patch_pos_5,pro_patch_pos_n,pro_pI_3D,pro_pI_seq,pro_r_gyr,pro_r_solv,pro_sed_const,pro_volume,pro_zdipole,pro_zeta,pro_zquadrupole,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,std_dim1,std_dim2,std_dim3,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,Weight,weinerPath,weinerPol,zagreb
Neomycin B,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,203600,0.017506667,8.59E-08,12.22391256,-4.045173518,-16.26969404,4.820693411,0.146525076,0.81751964,21.54952998,-207757.4795,-2197571.917,236.2456696,-17.88922399,17.88922399,-9.639026421,90.86412534,818.1542094,405.9667889,122.8653301,289.3221011,528.8321147,0,0,3,5,14.97229219,0,0,4.027707809,92.02770781,8.972292191,23.94458438,42,20,150.3366844,1.633672329,0,0,23,0,0,50.02770781,0,6,13,0,0,1.4955996,-2.802550805,-0.492872466,0.639736619,2.889065188,-3.364813769,-0.576655953,0.518551791,2.674108416,-2.61649674,-0.421730368,0.700976985,3.064094021,59.56835317,9,0.2,0,95.02770781,0,45,4,9,0.2,95.02770781,0,7138.113362,1660.746354,31.040724,23.36479028,13.798082,13.798082,19.835045,14.21922606,7.0412416,7.0412416,19,0,283.1014592,5477.366935,1.134475328,0.827739957,17,6.978776876,0.898618613,3.141414802,-1.908908558,27.94259402,375.3167482,-65.71853821,0,66.23124371,226515.0194,71.18227455,226377.6008,-497.7945243,3.271584039,13.85651971,0.007910201,38.03444004,56.75924039,0.495546465,0.150951831,0.353501713,0.64649828,8.705945967,2.040695185,4.027707809,-0.857918515,-0.337031053,0.185183796,3.279720293,-2.239047451,-0.449571448,5.42E-02,3.10E+00,-0.644932918,-0.236103964,0.14451797,3.439344002,19.78360819,113.6174103,21.31565416,-13.48600349,-27.36239053,13.39154953,0,0,14.61624204,4.797571078,7.651696117,7.230768837,11.82393607,1.826005323,34.865185,14.6135,7.0620189,34.865185,14.6135,7.0620189,12.131009,19,23.02770781,0,3,-9.2402601,2.482155743,24.62244272,-208570.5564,-2131839.226,400.4887311,-17.99513207,17.99513207,-9.91406259,13.91599258,0,1,0.358196466,0.817518836,23,0,4,16,5,17.53591141,-13.50820403,10.83889071,-6.811182956,0.032077567,0.057606618,18.70540786,125.1664534,124.6330832,28.27000471,79.50444665,0,104.1445949,0.098629492,0,0,0,0,0,86.96563429,0.523329239,0.153467342,0.153291612,0.476670758,0.846532674,0.323379149,296.8735845,87.06426382,86.96563429,270.6146772,480.4239932,183.6490433,0.47058824,0.8888889,22.55494428,-190290.9289,-2161437.311,329.9845678,-17.86660673,17.86660673,-10.2521098,14423.70946,4643.546431,10894.06588,13309.8063,2919.944312,5865.255125,5638.50998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53591141,-13.50820403,0.031994876,0.072629995,0.218276913,0.153291612,0.153291612,0.781723105,0.846708404,0.62843146,123.86674,86.96563429,86.96563429,443.6215252,480.5226225,356.6558892,9,1,4,0.031994876,0.072629995,0.73809522,-11.78236096,375.07971,0,185.13049,57.805416,0,0,0,0,18.868406,0,13.31227992,65.999329,177.69658,132.5002564,119.13117,64.88286396,18.868406,57.805416,0,4.163722557,2.564975844,1.540282331,359.6348844,0.29071587,6.4918532,3.8939698,10.516105,567.4882468,747.4798298,545.4197134,617.428713,15.022536,0,71.46156262,71.46156262,206.76642,44.125496,216.44592,2.024812501,0.010554946,2.663702378,2.484114615,2.159716575,1.477483598,0.85262423,0.424767464,0.167824597,0.061498206,384.4325978,198.9482666,137.4026161,96.49799915,61.27250024,36.70581748,12.75834002,3.560458566,2.797046816,1.249250792,2.316074011,2.668048072,2.560528979,2.173608328,-1.994081072,-1.937486395,-1.893495711,-9.314359153,-9.05662386,-8.841964394,1.42394844,390.7044165,541.4949163,478.969289,303.4728736,160.5430251,83.16953624,35.19400732,12.96684504,1.809470643,1.101554116,1.103448192,1.22233739,1.370588559,1.611990737,2.005484738,2.329527989,3.043705767,4.321946773,0.231076329,0.291508898,0.373382277,0.556647164,0.737759566,0.900081381,1.15077668,1.600333481,1.516588394,750.5301893,1137.300074,1983.649024,1579.613279,1050.707867,518.8185254,240.3562011,101.8839432,38.44281361,13.56507001,1592.944608,1038.118362,571.7385778,215.3456518,79.81317604,18.71440699,3.248806287,0.598224979,618.7099373,6111,80,224
Paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,90776.66667,0.295133333,3.66E-06,11.41615756,-1.220328047,-12.51713708,4.812603399,0.149716759,0.821107288,19.21119831,-210033.0127,-2218207.046,-42.75333372,-16.38121495,16.38121495,-8.142556097,89.35195511,811.5281684,388.9542752,134.0085151,288.5653725,522.9627883,0,0,3,5,15.79320532,0,0,3.206794682,90.20679468,9.793205318,25.58641064,42,20,147.4179226,1.63426509,0,0,23,0,0,48.20679468,0,5,14,0,0,1.4955996,-2.801486948,-0.529001953,0.658887903,2.890414787,-3.368494342,-0.610764794,0.53410751,2.673885034,-2.617053542,-0.444682972,0.724328366,3.063849135,58.77952161,9,0.2,0,93.20679468,0,45,4,9,0.2,93.20679468,0,6432.818412,1784.486854,31.040724,23.12813409,13.798082,13.798082,19.835045,14.04969945,7.0412416,7.0412416,19,0,254.9457612,4648.33141,1.143472284,0.838418824,17,6.12386016,1.489039219,-0.21273978,-2.699481996,25.37605267,298.3194337,2.839301302,0,22.40728595,86747.61407,30.97250275,86694.23416,-344.8286868,3.303984009,13.70085989,0.007000465,39.16847999,49.34855594,0.479127691,0.165126301,0.35574601,0.64425398,7.922831426,2.198928962,3.206794682,-0.857979872,-0.362033591,0.18510798,3.267949551,-2.23823617,-0.466138566,0.054200001,3.09E+00,-6.45E-01,-0.243624322,0.154571316,3.429326331,20.77354008,96.94348474,19.65174431,-11.89942117,-23.14995545,11.1263107,0,0,14.39469997,3.863685017,7.628763158,6.875622056,10.09188673,1.630141457,34.865185,14.6135,7.0620189,34.865185,14.6135,7.0620189,12.131009,19,21.20679468,0,3,-9.01826,2.356033788,20.41331248,-210869.571,-2134221.525,101.9274873,-16.34854248,16.34854248,-8.329946728,13.73768283,0,1,0.35711103,0.82111136,23,0,4,16,5,16.51746434,-13.31066913,10.05968838,-6.852893377,0.034476092,0.057255822,15.97899964,141.6213106,109.4320369,28.01106965,90.18926617,0,82.91821138,0.14138027,0,0,0,0,0,92.63458469,0.526363944,0.165429289,0.165174028,0.473636069,0.834570693,0.308462038,295.1847918,92.77596491,92.63458469,265.7420613,468.1509072,173.1074852,0.47058824,0.8888889,20.59289513,-192907.7121,-2179908.995,50.04883488,-16.04536227,16.04536227,-8.707951885,14370.30604,4631.08389,10886.36907,13223.15864,5913.968017,3877.811536,4578.52629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.51746434,-13.31066913,0.03394927,0.074380194,0.220828295,0.165174028,0.165174028,0.779171706,0.834825955,0.613997655,123.86674,92.63458469,92.63458469,437.0601118,468.2922875,344.4255471,9,1,4,0.03394927,0.074380194,0.73809522,-11.16033043,367.56775,0,185.13049,60.292095,0,0,0,0,18.868406,0,13.22208117,65.999329,203.08182,105.4945238,119.13117,58.9914096,18.868406,60.292095,0,4.128465336,2.545763446,1.560565546,352.5149986,0.29071587,6.4918532,3.8939698,10.516105,560.9268547,738.1419627,541.2243812,615.5325118,15.022536,0,56.89652063,56.89652063,208.52539,44.125496,212.27036,1.821115853,0.010225266,2.665258024,2.493630422,2.180857719,1.494909486,0.860488016,0.421294666,0.169524091,0.064171569,377.7607292,195.3115652,134.5840509,93.52550145,58.88866044,35.40626343,13.08895456,3.042900349,4.320059766,1.853878376,5.280531371,1.324640263,3.979565102,4.416766661,-1.902288702,-1.833107126,-1.79233538,-10.00026341,-9.714900019,-9.383858541,1.4147434,445.4338946,608.4506715,530.5660031,326.8660602,170.6476688,86.10878889,37.06751647,14.60134994,1.803941283,1.087756762,0.859624726,1.005876603,1.170614349,1.333133886,1.615920079,1.892168015,2.150368965,3.759996674,0.188416732,0.214662243,0.294515468,0.480986924,0.768322703,1.044349964,1.597005547,2.321435451,1.523778981,743.1057407,1131.662321,1965.056429,1571.818576,1049.828069,518.4733528,239.7274002,100.1665628,39.13445284,14.93944282,1519.622534,963.3679044,519.2620662,191.6072926,69.07973146,14.05777391,2.066936373,0.338092882,618.8664299,6111,80,224
Sisomycin,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O,78530,0.271233333,0.000003913,11.271236,-1.30477582,-12.45120621,4.524975735,0.102935159,0.901044166,25.71802972,-143880.0207,-1323831.797,542.2791206,-18.58516496,18.58516496,-10.54211554,71.85307326,707.8916738,317.2251443,65.44561659,351.3466157,356.5450546,0,0,2.762322015,4.762322015,8.059145674,0,0,3.940854326,71.94085433,4.059145674,12.11829135,31,17,112.5508558,1.564573403,0,0,19,0,0,40.94085433,0,5,7,0,0,1.6836184,-2.808401814,-0.442860625,0.555486178,2.886011525,-3.413000977,-0.479600758,0.49119688,2.670581297,-2.622977674,-0.356968605,0.63942801,3.058751962,47.8398647,6,0.18181819,0,73.94085433,1,33,4,6,0.18181819,72.94085433,0,4065.64693,580.0862328,22.921921,18.43454388,12.17928,12.386387,14.583755,10.9420711,5.7507834,6.0168033,11,0,251.7795252,3485.560697,1.048960709,0.766636335,14,7.202135071,-3.605352966,-2.261004098,1.935386879,18.73375955,326.5965897,-140.2427884,0.001210493,4.207868616,18882.56987,0.332478228,18878.02983,-511.658824,2.974233182,9.683915812,0.00763708,12.31101394,44.8194393,0.447940594,0.092763658,0.496254824,0.503745175,5.73952464,0.822294252,3.940854326,-0.863942886,-0.316386828,0.184816297,3.16775647,-2.2460298,-0.340829455,0.054200001,3.00E+00,-6.45E-01,-0.212199358,0.124832331,3.322058618,10.20051081,96.58410642,18.85798354,-8.989902348,-22.10165621,10.6657962,0,0.885362473,11.49768772,4.37572755,7.608502698,8.441461501,6.161827391,1.536189017,25.619835,10.508121,5.566864,24.966515,10.2311,5.416605,8.2398357,12,15.94085433,0,2,-4.0479999,0.941787425,28.29820664,-144412.0721,-1290012.639,656.9320172,-18.69761729,18.69761729,-10.71755236,11.06546312,0,1,0.223671687,0.901040696,18,0,3,11,4.983570646,12.79643921,-8.855584762,8.236488397,-4.295634224,0.042430974,0.089929314,49.06293645,103.173122,66.29921838,19.87226545,39.57389261,0,95.30003815,35.25340059,3.369091899,0,0,0,0,42.34529325,0.610085575,0.178471494,0.09325828,0.389914422,0.821528513,0.296656148,277.0300312,80.96778561,42.34529325,177.2192214,373.2814769,134.8739334,0.5,1,26.30667954,-131730.1744,-1294359.092,591.6032436,-18.48207872,18.48207872,-10.9629805,9266.742816,1914.667934,7878.315052,8740.502867,4820.840428,2523.186089,1922.716441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.79643921,-8.855584762,0.049938143,0.108631252,0.332977904,0.138860993,0.120238699,0.667022097,0.861139002,0.546783396,151.24347,63.05871477,54.6001949,303.005789,391.1905427,248.4055951,7,1,3,0.049938143,0.108631252,0.41935483,-6.9131835,225.75517,0,102.85503,39.365837,0,38.140617,0,17.643185,37.736813,33.326015,10.50894871,43.99955,89.94485023,108.6782546,64.098907,27.13207141,55.379993,39.365837,66.223206,4.288645694,2.040131308,1.349379698,222.3703822,0.36097246,6.044394,3.5983129,9.6286373,454.2492701,588.9529213,430.4545073,491.7510061,10.015024,0,60.68740241,60.68740241,222.18217,29.416998,127.36832,2.207418172,0.032877788,2.627441123,2.204461311,1.702584088,1.040549392,0.535132276,0.248282938,0.098478659,0.029412892,568.3551747,303.4421571,233.1849059,193.114436,152.894727,101.0527494,31.41951483,7.067371212,2.50874231,6.531742948,5.314037338,2.376022758,6.261955799,6.542811367,-2.040177215,-1.957705255,-1.925358811,-8.131862399,-7.694200566,-7.544036549,1.388395124,197.3574832,234.1170399,213.6781476,129.0479002,61.05851506,33.14251903,13.85733852,4.439245818,0.530223442,0.25735404,1.108277998,1.081676347,1.163115158,1.413059453,1.725113124,2.453003759,2.89792623,2.600608015,0.374655228,0.627287373,0.710670573,0.971618138,1.289602624,1.304790312,1.69488271,2.563256204,1.454465638,640.1316079,930.5942429,1510.663801,1049.09083,651.4292364,293.2422035,123.1846567,49.50921037,18.28465766,5.502651984,1313.306318,814.9737904,437.7510888,164.1943033,62.12614165,16.36669134,4.427319137,1.063406166,451.5053756,2700,56,164
Streptomycin,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,498.6666667,0.005562667,1.10E-05,6.21193787,-5.191677669,-11.41973875,4.199010183,0.419404765,0.910219164,25.76303806,-196863.4404,-2030375.202,-60.47814623,-15.34943623,15.34943623,-7.291891668,81.90693438,744.8754544,343.7093785,171.5119089,239.3159562,505.5595075,0,0,3,5,12.5734494,0,0,6.235038085,81.4265506,7.669205658,20.24265506,40,16,139.3730617,1.711678827,0,0,21,0,0,41.4265506,0,7,12,0,0,1.921404093,-2.765482344,-0.538931174,0.67220261,2.888076619,-3.25939917,-0.629896504,0.531539983,2.659674687,-2.577235859,-0.450524556,0.738940334,3.065337065,52.96827079,9,0.21428572,0,83.4265506,3,42,4,10.90424374,0.259624868,80.4265506,0,5633.179618,2400.435957,30.101564,21.88384428,12.867361,13.151818,18.707869,12.54944605,5.5182905,5.583169,15,0,172.1974653,3232.7436,1.163443423,0.843971454,15,7.741892828,-0.193836292,-0.566384407,-5.42621418,34.73988971,-67.62811302,-428.1338387,0.007329791,0,-5.24E-14,-5.24E-14,0,-421.3525606,-0.163637603,17.19647066,0.008052387,36.90543154,60.84684525,0.460841205,0.231045743,0.320863652,0.679136334,7.561772689,3.233845213,2.426550598,-0.850150521,-0.411897681,0.156981169,3.218850002,-2.219999423,-0.492434232,0.054200001,3.03E+00,-6.00E-01,-0.24584948,0.165635191,3.393899167,16.32219801,66.44512709,15.0677167,-10.69214443,-12.97237716,5.640208939,0,3.360862001,13.83494455,2.658264241,7.817663018,10.08153618,2.457826724,0.699145976,34.489796,14.188965,7.0587926,30.497648,12.505544,6.2071171,9.5347414,19,18.4265506,0,3,-6.262612476,0.340103569,29.0465694,-197599.0904,-1983203.549,57.38076209,-15.54960756,15.54960756,-7.570487482,13.0863818,0,1,0.555403963,0.910207742,19,0,3,15.90424374,5,16.41910512,-13.99255495,8.865353035,-6.438802457,0.039071807,0.060940041,18.90879496,106.1986103,53.5799433,43.99635721,78.0954954,82.06350979,38.8650779,29.84863943,0,0,0,0.544142226,39.15829831,65.72697207,0.453596576,0.24305425,0.189302789,0.546403437,0.756945723,0.357100648,252.5323467,135.2780526,105.4294103,304.4534868,421.7077848,199.0240766,0.46666667,0.875,23.43285534,-179154.496,-1979407.972,-35.27803113,-15.22136944,15.22136944,-7.537788912,10344.01384,4479.059198,7703.692435,8505.275807,3295.558858,2742.832957,4305.621747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41910512,-13.99255495,0.073202685,0.069112744,0.209805387,0.189302789,0.189302789,0.790194627,0.810697212,0.600891837,116.85155,105.4294103,105.4294103,440.1342854,451.5564186,334.7048595,8,1,3,0.073202685,0.069112744,0.47499999,-11.76292372,359.2598376,3.7981856,175.22374,20.926258,0,34.50450552,0,0,0,33.326015,12.9326986,67.861771,249.0221841,42.9004711,87.216751,68.94448439,0,24.724443,86.368423,3.255968005,2.219281485,1.980444672,337.3749359,0.29692331,6.3923173,3.6811557,10.401274,556.9858317,692.0023559,501.9911433,558.0081474,24.12608721,0,81.36110883,84.75901765,181.59172,82.838623,206.56808,2.001368446,0.016069175,2.640368143,2.370803602,2.040361816,1.495292159,0.923467398,0.499194049,0.20542107,0.073867857,475.4233987,265.1962052,193.6937326,150.1132085,111.0914898,69.87327845,40.16932319,22.64837923,1.678256744,1.292846807,0.960488446,5.216961929,6.125914641,6.355568953,-2.825945185,-2.778420883,-2.713370037,-8.807002268,-8.628448857,-8.487110891,1.377466638,470.108991,635.9771319,547.2099066,329.1254333,162.6819019,70.92517279,23.65136708,7.251616066,1.286415013,0.764575579,1.535832244,1.459129133,1.372379466,1.54156027,1.831607241,2.230136374,3.389818467,3.824999624,0.514541055,0.601636851,0.626136323,0.639071774,0.802665694,1.072073276,1.189487124,1.953091514,1.528474252,690.3314432,1054.36094,1820.756796,1406.133601,953.2140985,497.5222249,245.7735166,112.8559411,43.73498289,15.35747541,1350.647805,770.1564694,406.0041919,168.3967916,83.09161479,41.93076829,20.0836158,8.105859349,584.0259683,4989,76,210
